# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
pgxl2;59;1444144639;857.09;9199.12;8118.38;5.07;7354.27;33.63;0.00;33.63;100.00
pgxl2;60;1444144699;6480.51;66484.39;6061.87;0.15;20782.50;8365.63;220.73;8211.13;95.63
pgxl2;60;1444144759;7713.04;74511.04;7462.99;0.20;24969.99;4638.76;6202.47;10636.60;98.11
pgxl2;60;1444144819;17049.68;74307.25;5380.79;3.51;24668.95;5246.34;4127.75;8992.72;95.93
pgxl2;60;1444144879;14604.94;39346.55;4024.26;3.29;20316.09;5121.25;871.38;5696.30;95.06
pgxl2;60;1444144939;30817.02;101698.56;10361.86;0.37;40575.44;12916.78;6948.01;19015.70;95.73
pgxl2;60;1444144999;18164.81;46105.84;5720.38;0.15;26321.04;4430.43;2764.42;6867.66;95.45
pgxl2;60;1444145059;30477.56;68566.38;5488.13;2.70;35324.12;15827.25;0.00;15244.73;96.32
pgxl2;60;1444145119;29105.15;58281.87;5414.67;1.19;33841.47;15042.89;19.60;14549.46;96.59
pgxl2;59;1444145179;89539.78;203452.48;5993.62;2.22;44466.08;28423.05;3282.96;29637.59;93.48
pgxl2;60;1444145239;62649.21;44803.74;26051.44;10.53;59937.91;15418.57;29148.02;42748.32;95.92
pgxl2;60;1444145299;110392.07;54115.97;4214.69;29.84;44934.10;36324.76;6731.27;36949.96;85.82
pgxl2;60;1444145359;51225.15;96907.29;1064.18;100.17;46859.26;31212.06;113.23;29678.33;94.74
pgxl2;60;1444145419;34660.51;72209.20;859.73;36.55;22987.98;10695.04;0.00;10386.29;97.11
