# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
pgxl;59;1444145984;eth0;34.58;54.19;3.69;183.07;0.00;0.00;0.00
pgxl;59;1444145984;lo;65.45;65.45;14.06;14.06;0.00;0.00;0.00
pgxl;59;1444146044;eth0;302.77;255.94;2744.61;116.03;0.00;0.00;0.00
pgxl;59;1444146044;lo;31.61;31.61;6.69;6.69;0.00;0.00;0.00
pgxl;59;1444146104;eth0;50.44;57.58;298.60;13.26;0.00;0.00;0.00
pgxl;59;1444146104;lo;17.52;17.52;3.16;3.16;0.00;0.00;0.00
pgxl;59;1444146164;eth0;7.85;8.39;1.61;5.34;0.00;0.00;0.00
pgxl;59;1444146164;lo;19.89;19.89;4.07;4.07;0.00;0.00;0.00
pgxl;59;1444146224;eth0;213.07;207.75;1539.74;19.79;0.00;0.00;0.00
pgxl;59;1444146224;lo;19.94;19.94;4.02;4.02;0.00;0.00;0.00
pgxl;59;1444146284;eth0;154.43;101.40;1600.53;13.43;0.00;0.00;0.00
pgxl;59;1444146284;lo;19.45;19.45;3.93;3.93;0.00;0.00;0.00
pgxl;59;1444146344;eth0;10.54;10.98;1.89;9.60;0.00;0.00;0.00
pgxl;59;1444146344;lo;21.81;21.81;6.08;6.08;0.00;0.00;0.00
pgxl;59;1444146404;eth0;8.88;9.85;6.84;5.64;0.00;0.00;0.00
pgxl;59;1444146404;lo;19.05;19.05;3.91;3.91;0.00;0.00;0.00
